GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38
1400000US36081063000,36081063000,"Census Tract 630, Queens County, New York",1653,220,1560,222,13,14,12,13,1,2,67,53,30,25,37,36,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,20,6,10,7,11
1400000US36081063200,36081063200,"Census Tract 632, Queens County, New York",2495,229,2044,279,101,92,56,48,45,45,216,146,126,88,90,100,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,9,6,9,0,11,58,89,41,64,17,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,70,72,30,27,40,55
1400000US36081063301,36081063301,"Census Tract 633.01, Queens County, New York",1368,134,993,161,116,62,99,57,17,18,0,11,0,11,0,11,29,19,29,19,0,11,76,56,40,30,36,49,128,62,46,31,82,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,38,16,24,10,14,0,11,0,11,0,11
1400000US36081063302,36081063302,"Census Tract 633.02, Queens County, New York",1446,201,1076,172,176,146,171,144,5,9,0,11,0,11,0,11,18,16,14,15,4,6,68,42,36,31,32,24,108,70,78,49,30,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081063500,36081063500,"Census Tract 635, Queens County, New York",2489,288,1731,303,273,113,204,91,69,44,0,11,0,11,0,11,77,38,48,28,29,23,80,50,36,31,44,35,292,98,172,74,120,76,0,11,0,11,0,11,17,20,17,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,6,10,6,10,0,11,13,22,0,11,13,22,0,11,0,11,0,11
1400000US36081063700,36081063700,"Census Tract 637, Queens County, New York",2991,372,2274,384,323,194,216,122,107,80,0,11,0,11,0,11,133,63,90,45,43,36,105,78,61,58,44,42,144,135,61,55,83,88,0,11,0,11,0,11,5,10,5,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,12,7,12,0,11
1400000US36081063800,36081063800,"Census Tract 638, Queens County, New York",3917,410,2638,330,270,143,261,143,9,12,759,405,599,352,160,101,0,11,0,11,0,11,0,11,0,11,0,11,164,143,63,59,101,104,0,11,0,11,0,11,33,50,10,16,23,36,0,11,0,11,0,11,0,11,0,11,0,11,1,3,1,3,0,11,0,11,0,11,0,11,52,73,28,36,24,38
1400000US36081063900,36081063900,"Census Tract 639, Queens County, New York",2572,292,1474,310,208,129,116,84,92,71,77,71,77,71,0,11,44,38,44,38,0,11,342,129,183,84,159,81,216,132,173,119,43,47,0,11,0,11,0,11,155,139,10,16,145,133,0,11,0,11,0,11,8,12,0,11,8,12,0,11,0,11,0,11,0,11,0,11,0,11,48,38,35,33,13,16
1400000US36081064101,36081064101,"Census Tract 641.01, Queens County, New York",2022,195,817,159,286,213,107,85,179,137,5,8,5,8,0,11,34,35,24,30,10,11,536,137,240,92,296,93,175,95,96,71,79,46,38,36,5,7,33,31,89,63,29,24,60,48,6,9,0,11,6,9,0,11,0,11,0,11,36,33,7,12,29,27,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081064102,36081064102,"Census Tract 641.02, Queens County, New York",157,103,140,104,8,15,0,11,8,15,0,11,0,11,0,11,5,6,5,6,0,11,0,11,0,11,0,11,4,6,0,11,4,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081064500,36081064500,"Census Tract 645, Queens County, New York",1823,225,908,168,241,113,221,107,20,20,5,8,5,8,0,11,11,12,6,9,5,8,175,171,149,170,26,29,85,51,52,38,33,24,16,26,0,11,16,26,286,145,78,49,208,122,5,7,5,7,0,11,49,40,39,34,10,12,42,32,21,20,21,20,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081064600,36081064600,"Census Tract 646, Queens County, New York",3041,276,2754,299,73,86,58,82,15,21,136,93,99,76,37,33,0,11,0,11,0,11,0,11,0,11,0,11,16,24,0,11,16,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,62,44,62,44,0,11
1400000US36081065000,36081065000,"Census Tract 650, Queens County, New York",2954,284,2477,335,71,47,64,46,7,11,286,186,256,175,30,28,9,14,9,14,0,11,0,11,0,11,0,11,3,5,3,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,108,86,80,63,28,27
1400000US36081065400,36081065400,"Census Tract 654, Queens County, New York",2906,252,1844,272,475,207,301,147,174,103,442,211,334,176,108,64,0,11,0,11,0,11,0,11,0,11,0,11,3,6,3,6,0,11,14,20,8,12,6,9,51,87,32,55,19,32,0,11,0,11,0,11,5,8,0,11,5,8,6,10,6,10,0,11,33,49,26,38,7,12,33,37,23,26,10,15
1400000US36081065501,36081065501,"Census Tract 655.01, Queens County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081065600,36081065600,"Census Tract 656, Queens County, New York",5208,481,3960,507,286,261,170,140,116,124,570,328,474,290,96,78,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,101,95,30,46,71,64,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,291,177,228,158,63,48
1400000US36081065702,36081065702,"Census Tract 657.02, Queens County, New York",1626,146,863,170,136,65,110,53,26,26,0,11,0,11,0,11,8,13,0,11,8,13,242,113,131,59,111,68,322,132,222,110,100,53,0,11,0,11,0,11,34,44,29,45,5,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,17,0,11,11,17,10,15,10,15,0,11
1400000US36081065703,36081065703,"Census Tract 657.03, Queens County, New York",2615,293,1718,272,246,170,155,114,91,71,10,15,0,11,10,15,19,22,9,14,10,17,259,140,151,88,108,76,266,107,175,73,91,55,0,11,0,11,0,11,31,44,31,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,36,0,11,22,36,26,41,26,41,0,11,18,35,12,23,6,12
1400000US36081065900,36081065900,"Census Tract 659, Queens County, New York",1808,222,1092,212,72,56,58,54,14,16,0,11,0,11,0,11,27,33,21,24,6,9,204,115,110,68,94,52,241,93,132,53,109,64,0,11,0,11,0,11,115,134,48,66,67,69,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,57,91,57,91,0,11,0,11,0,11,0,11
1400000US36081066000,36081066000,"Census Tract 660, Queens County, New York",3405,309,2531,305,291,194,193,151,98,77,471,272,307,175,164,121,21,34,21,34,0,11,0,11,0,11,0,11,38,37,38,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,53,69,44,55,9,15
1400000US36081066100,36081066100,"Census Tract 661, Queens County, New York",1431,151,1005,148,87,58,68,49,19,19,0,11,0,11,0,11,37,21,15,13,22,14,85,51,46,51,39,26,171,77,123,69,48,26,0,11,0,11,0,11,16,22,6,8,10,14,0,11,0,11,0,11,30,33,30,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081066300,36081066300,"Census Tract 663, Queens County, New York",2415,197,1519,236,128,85,111,84,17,12,0,11,0,11,0,11,10,11,5,8,5,8,279,96,142,55,137,63,173,72,104,57,69,42,0,11,0,11,0,11,217,105,72,44,145,75,0,11,0,11,0,11,0,11,0,11,0,11,13,21,13,21,0,11,75,90,75,90,0,11,1,3,1,3,0,11
1400000US36081066400,36081066400,"Census Tract 664, Queens County, New York",9088,937,7409,853,733,412,514,294,219,184,389,275,248,206,141,115,0,16,0,16,0,16,0,16,0,16,0,16,106,129,68,72,38,62,0,16,0,16,0,16,31,50,0,16,31,50,0,16,0,16,0,16,0,16,0,16,0,16,2,7,2,7,0,16,0,16,0,16,0,16,418,283,401,276,17,28
1400000US36081066501,36081066501,"Census Tract 665.01, Queens County, New York",3477,456,2475,351,114,90,64,46,50,48,0,11,0,11,0,11,62,43,45,39,17,19,263,194,127,97,136,166,413,163,214,144,199,83,0,11,0,11,0,11,15,23,0,11,15,23,39,62,10,15,29,46,37,43,22,23,15,23,21,31,21,31,0,11,38,60,18,28,20,31,0,11,0,11,0,11
1400000US36081066701,36081066701,"Census Tract 667.01, Queens County, New York",2191,290,1345,312,331,177,188,96,143,100,0,11,0,11,0,11,58,44,49,41,9,14,152,98,88,83,64,47,240,124,146,79,94,59,0,11,0,11,0,11,43,51,35,44,8,13,0,11,0,11,0,11,0,11,0,11,0,11,11,16,11,16,0,11,0,11,0,11,0,11,11,18,11,18,0,11
1400000US36081066900,36081066900,"Census Tract 669, Queens County, New York",1555,190,1030,186,28,21,24,18,4,7,49,67,49,67,0,11,17,21,17,21,0,11,137,109,96,63,41,58,230,97,183,67,47,42,0,11,0,11,0,11,33,36,12,13,21,23,0,11,0,11,0,11,31,38,20,23,11,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081067100,36081067100,"Census Tract 671, Queens County, New York",2068,149,1422,144,105,66,73,52,32,23,0,11,0,11,0,11,27,24,20,21,7,12,68,44,30,25,38,35,129,54,71,40,58,36,0,11,0,11,0,11,276,111,127,55,149,66,0,11,0,11,0,11,41,45,18,20,23,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081067700,36081067700,"Census Tract 677, Queens County, New York",1688,152,1060,154,55,39,48,33,7,11,0,11,0,11,0,11,54,39,54,39,0,11,57,48,34,32,23,34,193,102,130,69,63,49,5,8,5,8,0,11,231,128,141,96,90,50,0,11,0,11,0,11,24,40,24,40,0,11,9,13,5,7,4,6,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081067900,36081067900,"Census Tract 679, Queens County, New York",3569,324,1220,301,963,222,445,186,518,161,37,31,21,24,16,20,68,59,68,59,0,11,905,255,414,177,491,155,167,88,102,61,65,56,0,11,0,11,0,11,133,79,21,21,112,66,0,11,0,11,0,11,8,16,8,16,0,11,11,18,5,9,6,10,25,36,17,21,8,17,32,46,0,11,32,46
1400000US36081068000,36081068000,"Census Tract 680, Queens County, New York",4955,439,4407,463,276,206,242,197,34,32,129,79,109,70,20,23,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,7,12,7,12,0,16,0,16,0,16,0,16,136,109,92,95,44,30
1400000US36081068200,36081068200,"Census Tract 682, Queens County, New York",1096,105,906,113,72,46,31,24,41,31,100,61,75,49,25,23,0,11,0,11,0,11,0,11,0,11,0,11,18,21,0,11,18,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081068300,36081068300,"Census Tract 683, Queens County, New York",4074,357,933,250,1324,317,603,190,721,215,49,37,49,37,0,11,2,4,2,4,0,11,127,107,60,59,67,73,698,244,394,148,304,153,18,28,0,11,18,28,360,162,152,80,208,96,26,31,0,11,26,31,194,109,147,80,47,44,256,140,135,85,121,81,24,38,24,38,0,11,63,65,53,60,10,15
1400000US36081068700,36081068700,"Census Tract 687, Queens County, New York",3931,359,1092,272,781,253,437,179,344,171,17,20,17,20,0,11,8,13,8,13,0,11,396,170,223,120,173,89,734,252,442,177,292,161,42,46,32,40,10,14,483,177,136,76,347,133,0,11,0,11,0,11,183,121,120,82,63,58,101,81,25,30,76,75,53,42,53,42,0,11,41,34,8,13,33,27
1400000US36081069000,36081069000,"Census Tract 690, Queens County, New York",3220,368,2865,374,70,67,70,67,0,11,188,121,131,95,57,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,97,71,97,71,0,11
1400000US36081069300,36081069300,"Census Tract 693, Queens County, New York",2958,429,827,386,639,283,296,144,343,190,0,11,0,11,0,11,0,11,0,11,0,11,421,141,115,75,306,97,402,222,197,130,205,148,0,11,0,11,0,11,412,211,117,74,295,197,0,11,0,11,0,11,93,96,68,78,25,30,136,117,56,45,80,79,0,11,0,11,0,11,28,22,21,19,7,11
1400000US36081069400,36081069400,"Census Tract 694, Queens County, New York",3585,307,2641,335,168,156,122,113,46,44,539,244,391,185,148,89,8,13,8,13,0,11,0,11,0,11,0,11,34,51,26,39,8,12,6,12,0,11,6,12,0,11,0,11,0,11,0,11,0,11,0,11,16,24,16,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,173,143,163,142,10,15
1400000US36081069500,36081069500,"Census Tract 695, Queens County, New York",1859,184,618,163,297,115,207,86,90,61,10,10,5,7,5,7,0,11,0,11,0,11,314,121,189,105,125,53,193,86,174,81,19,19,25,25,6,8,19,19,305,97,148,55,157,58,10,15,5,8,5,7,9,13,9,13,0,11,50,46,36,34,14,20,0,11,0,11,0,11,28,17,16,15,12,17
1400000US36081069701,36081069701,"Census Tract 697.01, Queens County, New York",3718,397,885,209,621,268,411,267,210,101,135,146,119,132,16,26,40,33,7,12,33,30,645,321,372,254,273,126,202,115,130,67,72,61,84,60,25,40,59,63,777,231,280,107,497,184,0,11,0,11,0,11,132,92,132,92,0,11,55,44,36,34,19,20,73,72,64,59,9,14,69,75,62,74,7,12
1400000US36081069702,36081069702,"Census Tract 697.02, Queens County, New York",3305,352,1076,316,124,86,87,68,37,37,0,11,0,11,0,11,41,33,32,31,9,13,739,323,487,210,252,150,238,123,112,75,126,91,102,79,34,38,68,50,597,194,187,81,410,163,0,11,0,11,0,11,62,57,50,56,12,21,146,103,104,78,42,40,28,41,0,11,28,41,152,96,152,96,0,11
1400000US36081070300,36081070300,"Census Tract 703, Queens County, New York",1838,203,715,148,312,120,223,94,89,50,24,30,24,30,0,11,0,11,0,11,0,11,129,77,54,39,75,50,175,115,140,105,35,33,0,11,0,11,0,11,369,125,198,94,171,63,25,37,13,20,12,17,0,11,0,11,0,11,30,43,12,18,18,25,51,56,51,56,0,11,8,15,4,8,4,7
1400000US36081070700,36081070700,"Census Tract 707, Queens County, New York",2208,217,1047,245,280,126,246,119,34,28,6,10,3,5,3,5,7,12,7,12,0,11,219,120,163,117,56,30,80,50,23,21,57,42,31,33,13,17,18,24,416,139,158,63,258,103,0,11,0,11,0,11,0,11,0,11,0,11,58,44,15,22,43,36,0,11,0,11,0,11,64,50,47,40,17,16
1400000US36081070900,36081070900,"Census Tract 709, Queens County, New York",2408,309,833,172,199,91,166,80,33,31,31,28,21,23,10,15,0,11,0,11,0,11,293,166,164,111,129,76,229,204,195,195,34,32,9,13,9,13,0,11,525,170,204,90,321,115,0,11,0,11,0,11,58,63,47,51,11,17,116,183,0,11,116,183,31,49,23,35,8,14,84,61,53,53,31,29
1400000US36081071100,36081071100,"Census Tract 711, Queens County, New York",5994,664,3208,468,532,319,316,220,216,154,52,59,0,16,52,59,99,90,56,72,43,53,225,159,94,85,131,129,185,201,153,195,32,52,0,16,0,16,0,16,946,358,450,167,496,273,0,16,0,16,0,16,15,25,15,25,0,16,212,158,191,151,21,35,0,16,0,16,0,16,520,593,456,568,64,81
1400000US36081071303,36081071303,"Census Tract 713.03, Queens County, New York",5024,420,2604,426,826,223,622,196,204,117,0,16,0,16,0,16,45,55,26,44,19,30,314,164,206,149,108,67,313,223,227,191,86,84,0,16,0,16,0,16,703,209,369,151,334,138,0,16,0,16,0,16,0,16,0,16,0,16,37,49,24,29,13,23,0,16,0,16,0,16,182,144,154,138,28,33
1400000US36081071304,36081071304,"Census Tract 713.04, Queens County, New York",6101,539,1930,431,994,600,654,382,340,265,18,30,18,30,0,16,17,27,17,27,0,16,1633,475,585,279,1048,335,295,190,181,137,114,82,69,90,10,19,59,84,526,277,215,147,311,176,0,16,0,16,0,16,170,153,170,153,0,16,76,61,52,51,24,37,0,16,0,16,0,16,373,248,310,202,63,67
1400000US36081071305,36081071305,"Census Tract 713.05, Queens County, New York",4607,501,1735,404,694,347,510,284,184,160,75,81,61,76,14,23,95,73,63,47,32,36,324,175,158,113,166,124,782,492,549,298,233,237,16,25,16,25,0,11,321,145,210,109,111,95,0,11,0,11,0,11,62,59,45,52,17,28,212,122,137,99,75,63,141,133,111,112,30,48,150,212,107,143,43,70
1400000US36081071306,36081071306,"Census Tract 713.06, Queens County, New York",5471,872,1610,440,1318,871,856,517,462,377,14,22,14,22,0,16,50,62,50,62,0,16,1127,372,547,208,580,257,494,217,381,164,113,107,32,37,32,37,0,16,599,217,350,174,249,132,0,16,0,16,0,16,59,74,16,27,43,70,73,72,45,55,28,31,15,25,0,16,15,25,80,71,66,67,14,22
1400000US36081071600,36081071600,"Census Tract 716, Queens County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081071701,36081071701,"Census Tract 717.01, Queens County, New York",5299,729,1456,406,617,246,198,102,419,181,70,79,70,79,0,16,26,29,26,29,0,16,1293,391,475,223,818,247,1036,805,652,495,384,331,14,23,14,23,0,16,619,238,261,120,358,174,0,16,0,16,0,16,44,47,44,47,0,16,25,37,13,22,12,20,0,16,0,16,0,16,99,91,59,77,40,48
1400000US36081071702,36081071702,"Census Tract 717.02, Queens County, New York",3657,334,995,296,378,171,229,121,149,99,31,50,20,32,11,18,9,14,9,14,0,11,724,269,318,176,406,162,582,187,453,173,129,72,37,35,0,11,37,35,601,203,316,166,285,111,0,11,0,11,0,11,93,77,93,77,0,11,24,28,24,28,0,11,98,120,61,69,37,60,85,51,40,30,45,33
1400000US36081071900,36081071900,"Census Tract 719, Queens County, New York",2162,245,447,127,341,180,255,141,86,74,7,10,7,10,0,11,4,9,0,11,4,9,702,232,239,115,463,167,198,93,95,65,103,49,0,11,0,11,0,11,299,114,76,48,223,85,0,11,0,11,0,11,13,22,13,22,0,11,85,127,41,66,44,62,0,11,0,11,0,11,66,44,23,29,43,38
1400000US36081072100,36081072100,"Census Tract 721, Queens County, New York",4373,630,1063,370,879,404,664,330,215,129,0,11,0,11,0,11,34,32,34,32,0,11,1489,535,717,373,772,278,212,149,160,122,52,51,0,11,0,11,0,11,516,176,221,80,295,134,0,11,0,11,0,11,0,11,0,11,0,11,153,106,115,91,38,35,0,11,0,11,0,11,27,31,13,21,14,22
1400000US36081072300,36081072300,"Census Tract 723, Queens County, New York",2029,264,1061,236,130,76,105,64,25,27,20,26,20,26,0,11,36,37,26,34,10,15,237,159,208,153,29,25,141,71,107,65,34,27,0,11,0,11,0,11,275,116,169,85,106,53,0,11,0,11,0,11,0,11,0,11,0,11,36,29,13,11,23,19,0,11,0,11,0,11,93,53,72,51,21,19
1400000US36081072900,36081072900,"Census Tract 729, Queens County, New York",1193,138,537,117,65,47,52,42,13,18,13,16,13,16,0,11,0,11,0,11,0,11,99,69,39,35,60,49,94,52,57,39,37,26,8,13,0,11,8,13,259,75,155,68,104,51,0,11,0,11,0,11,35,50,35,50,0,11,31,23,22,19,9,13,0,11,0,11,0,11,52,60,52,60,0,11
1400000US36081073100,36081073100,"Census Tract 731, Queens County, New York",1526,160,833,146,70,50,43,33,27,29,0,11,0,11,0,11,4,6,4,6,0,11,92,94,85,93,7,12,115,103,75,60,40,57,0,11,0,11,0,11,288,120,185,80,103,51,0,11,0,11,0,11,0,11,0,11,0,11,84,54,70,52,14,14,0,11,0,11,0,11,40,36,27,22,13,16
1400000US36081073700,36081073700,"Census Tract 737, Queens County, New York",1622,161,935,177,119,76,84,58,35,33,66,61,42,44,24,38,7,11,7,11,0,11,92,78,62,74,30,31,94,53,50,36,44,33,55,51,40,36,15,29,129,65,67,48,62,44,0,11,0,11,0,11,0,11,0,11,0,11,60,40,29,26,31,30,0,11,0,11,0,11,65,47,43,42,22,16
1400000US36081073900,36081073900,"Census Tract 739, Queens County, New York",5250,390,3092,386,635,277,515,223,120,97,124,101,124,101,0,16,62,58,62,58,0,16,227,127,137,97,90,72,233,126,180,109,53,46,42,53,14,26,28,35,604,193,411,180,193,104,0,16,0,16,0,16,50,61,34,54,16,26,48,58,39,56,9,16,17,28,17,28,0,16,116,106,116,106,0,16
1400000US36081074100,36081074100,"Census Tract 741, Queens County, New York",2835,269,1191,189,387,151,181,97,206,104,35,42,22,24,13,20,0,11,0,11,0,11,546,205,399,177,147,70,133,85,116,75,17,19,61,40,47,28,14,18,239,134,159,113,80,50,46,52,15,16,31,38,45,48,45,48,0,11,92,76,71,70,21,32,14,22,14,22,0,11,46,35,21,33,25,19
1400000US36081074300,36081074300,"Census Tract 743, Queens County, New York",4243,516,763,208,523,294,393,267,130,99,0,11,0,11,0,11,0,11,0,11,0,11,1763,446,859,320,904,260,313,126,196,92,117,60,76,57,29,33,47,43,534,176,206,79,328,153,0,11,0,11,0,11,26,44,8,14,18,30,90,71,69,50,21,24,0,11,0,11,0,11,155,80,121,74,34,21
1400000US36081074500,36081074500,"Census Tract 745, Queens County, New York",3757,387,755,196,443,235,245,208,198,128,33,41,33,41,0,11,19,20,19,20,0,11,1511,364,797,273,714,203,285,171,144,90,141,104,68,85,50,80,18,29,460,291,313,243,147,86,0,11,0,11,0,11,0,11,0,11,0,11,60,57,18,26,42,38,0,11,0,11,0,11,123,170,81,127,42,48
1400000US36081074700,36081074700,"Census Tract 747, Queens County, New York",3232,422,914,308,312,135,180,79,132,103,49,57,42,46,7,13,7,12,7,12,0,11,483,276,223,126,260,191,656,266,213,145,443,227,0,11,0,11,0,11,615,293,171,98,444,214,0,11,0,11,0,11,44,54,17,21,27,40,112,84,74,64,38,36,25,39,0,11,25,39,15,22,15,22,0,11
1400000US36081074900,36081074900,"Census Tract 749, Queens County, New York",1400,148,978,164,21,21,21,21,0,11,95,68,88,66,7,10,10,12,10,12,0,11,54,32,30,22,24,16,83,56,75,55,8,9,19,23,0,11,19,23,117,58,92,52,25,24,0,11,0,11,0,11,0,11,0,11,0,11,7,10,7,10,0,11,6,8,6,8,0,11,10,12,10,12,0,11
1400000US36081075701,36081075701,"Census Tract 757.01, Queens County, New York",4656,370,2366,313,671,369,470,258,201,153,89,93,89,93,0,16,0,16,0,16,0,16,197,159,141,128,56,52,565,340,504,330,61,58,38,61,38,61,0,16,421,196,250,141,171,101,0,16,0,16,0,16,157,173,123,158,34,60,135,116,105,101,30,53,0,16,0,16,0,16,17,28,17,28,0,16
1400000US36081075702,36081075702,"Census Tract 757.02, Queens County, New York",3803,351,2140,333,188,112,135,97,53,61,41,50,41,50,0,11,35,35,15,23,20,26,252,166,177,113,75,69,218,152,158,105,60,63,0,11,0,11,0,11,543,210,174,107,369,210,0,11,0,11,0,11,47,56,28,31,19,30,257,177,156,96,101,86,7,14,7,14,0,11,75,54,23,28,52,54
1400000US36081076901,36081076901,"Census Tract 769.01, Queens County, New York",3639,673,2039,287,222,123,150,99,72,59,67,83,67,83,0,11,29,35,29,35,0,11,94,104,71,73,23,41,598,628,542,634,56,53,47,62,29,45,18,28,432,166,274,137,158,98,0,11,0,11,0,11,46,75,46,75,0,11,65,59,65,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36081076902,36081076902,"Census Tract 769.02, Queens County, New York",1300,122,708,155,130,73,85,64,45,27,51,51,51,51,0,11,0,11,0,11,0,11,77,48,45,38,32,31,52,39,52,39,0,11,14,18,8,12,6,10,101,64,74,55,27,20,0,11,0,11,0,11,0,11,0,11,0,11,118,81,42,28,76,65,0,11,0,11,0,11,49,61,44,61,5,9
1400000US36081077300,36081077300,"Census Tract 773, Queens County, New York",1985,203,691,165,421,134,293,112,128,73,37,47,30,46,7,12,0,11,0,11,0,11,155,83,91,47,64,45,129,93,63,55,66,78,20,31,0,11,20,31,235,158,118,89,117,80,0,11,0,11,0,11,50,50,41,38,9,15,45,44,27,27,18,23,76,81,76,81,0,11,126,98,75,66,51,36
1400000US36081077500,36081077500,"Census Tract 775, Queens County, New York",1984,297,887,212,304,171,261,160,43,31,48,60,48,60,0,11,0,11,0,11,0,11,411,185,208,139,203,83,212,122,146,99,66,49,0,11,0,11,0,11,10,17,10,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,30,24,26,9,14,12,20,12,20,0,11,67,69,67,69,0,11
1400000US36081077902,36081077902,"Census Tract 779.02, Queens County, New York",4638,414,2549,458,122,95,105,94,17,21,10,16,10,16,0,16,96,106,69,67,27,42,554,313,367,278,187,119,97,100,47,42,50,65,17,27,17,27,0,16,214,117,29,28,185,119,0,16,0,16,0,16,39,46,39,46,0,16,0,16,0,16,0,16,0,16,0,16,0,16,940,365,759,336,181,102
1400000US36081077903,36081077903,"Census Tract 779.03, Queens County, New York",2860,319,983,284,478,174,207,120,271,103,29,46,29,46,0,11,21,31,21,31,0,11,286,147,169,82,117,82,492,239,260,131,232,122,19,24,19,24,0,11,286,214,36,43,250,201,0,11,0,11,0,11,0,11,0,11,0,11,1,5,1,5,0,11,82,80,26,46,56,63,183,100,136,92,47,41
1400000US36081077904,36081077904,"Census Tract 779.04, Queens County, New York",5260,661,1769,413,457,371,248,225,209,183,114,93,93,76,21,33,188,160,154,152,34,54,827,324,342,196,485,207,805,369,448,312,357,155,55,87,0,16,55,87,381,213,87,61,294,176,0,16,0,16,0,16,250,199,179,168,71,85,41,94,41,94,0,16,77,107,12,18,65,105,296,275,269,266,27,44
1400000US36081077905,36081077905,"Census Tract 779.05, Queens County, New York",2543,324,1342,305,381,272,276,229,105,78,67,59,61,57,6,12,10,15,10,15,0,11,203,157,112,137,91,62,99,78,74,67,25,37,22,35,0,11,22,35,284,154,106,60,178,124,0,11,0,11,0,11,24,28,12,15,12,14,71,59,31,38,40,60,0,11,0,11,0,11,40,36,33,35,7,12
