,w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,origin_lat,origin_lon,origin_county,dest_lat,dest_lon,dest_county,linestring
6490641,361031349041002,361031119003003,1,0,0,1,1,0,0,0,0,1,20170919,40.8246463,-73.44030670000001,"Suffolk County, NY",40.8529737,-73.19842940000001,"Suffolk County, NY","LINESTRING(-73.44030670000001 40.8246463, -73.19842940000001 40.8529737)"
1624742,360470216001001,360470104001001,1,0,1,0,1,0,0,0,0,1,20170919,40.636249299999996,-74.00697790000001,"Kings County, NY",40.6314906,-73.9975882,"Kings County, NY","LINESTRING(-74.00697790000001 40.636249299999996, -73.9975882 40.6314906)"
3901726,360610098007000,361031585085000,1,0,1,0,0,0,1,0,0,1,20170919,40.840754700000005,-73.04342559999999,"Suffolk County, NY",40.7546908,-73.9671088,"New York County, NY","LINESTRING(-73.04342559999999 40.840754700000005, -73.9671088 40.7546908)"
1718150,360470375002002,360470405002000,1,0,0,1,0,1,0,0,0,1,20170919,40.6823037,-73.90744699999999,"Kings County, NY",40.6890232,-73.92270620000001,"Kings County, NY","LINESTRING(-73.90744699999999 40.6823037, -73.92270620000001 40.6890232)"
2670983,360594081002001,360810462003004,1,0,1,0,1,0,0,0,0,1,20170919,40.709627399999995,-73.7894467,"Queens County, NY",40.713495200000004,-73.5459563,"Nassau County, NY","LINESTRING(-73.7894467 40.709627399999995, -73.5459563 40.713495200000004)"
2865446,360595185011006,360594088002006,1,1,0,0,0,1,0,0,0,1,20170919,40.7349998,-73.4975292,"Nassau County, NY",40.7832375,-73.5333406,"Nassau County, NY","LINESTRING(-73.4975292 40.7349998, -73.5333406 40.7832375)"
1808625,360470527003000,360470315003000,1,0,0,1,0,0,1,0,0,1,20170919,40.6765615,-73.9512757,"Kings County, NY",40.7072508,-73.9511938,"Kings County, NY","LINESTRING(-73.9512757 40.6765615, -73.9511938 40.7072508)"
4541706,360610167005001,360050043003000,1,0,1,0,0,0,1,0,0,1,20170919,40.8116527,-73.9156566,"Bronx County, NY",40.78315429999999,-73.9794015,"New York County, NY","LINESTRING(-73.9156566 40.8116527, -73.9794015 40.78315429999999)"
3476799,360610062001000,360810159004001,1,0,1,0,0,0,1,0,0,1,20170919,40.7561399,-73.9163384,"Queens County, NY",40.7420441,-73.9736679,"New York County, NY","LINESTRING(-73.9163384 40.7561399, -73.9736679 40.7420441)"
3457921,360610058001008,361190057021002,1,0,1,0,0,0,1,0,0,1,20170919,40.90068660000001,-73.77655279999999,"Westchester County, NY",40.7418902,-73.9914348,"New York County, NY","LINESTRING(-73.77655279999999 40.90068660000001, -73.9914348 40.7418902)"
6600982,361031464021023,361031464022008,1,1,0,0,1,0,0,0,0,1,20170919,40.75477,-73.1698823,"Suffolk County, NY",40.766217,-73.1746208,"Suffolk County, NY","LINESTRING(-73.1698823 40.75477, -73.1746208 40.766217)"
3995583,360610102001008,360050246002002,1,0,1,0,0,0,1,0,1,0,20170919,40.849601899999996,-73.86132640000001,"Bronx County, NY",40.7591378,-73.9757111,"New York County, NY","LINESTRING(-73.86132640000001 40.849601899999996, -73.9757111 40.7591378)"
2719389,360594115001020,360470043004005,1,0,0,1,0,1,0,0,0,1,20170919,40.6879706,-73.99056,"Kings County, NY",40.637195299999995,-73.70003270000001,"Nassau County, NY","LINESTRING(-73.99056 40.6879706, -73.70003270000001 40.637195299999995)"
6577718,361031458041013,360594110004004,1,0,1,0,1,0,0,1,0,0,20170919,40.6185179,-73.7524118,"Nassau County, NY",40.80781339999999,-73.1826625,"Suffolk County, NY","LINESTRING(-73.7524118 40.6185179, -73.1826625 40.80781339999999)"
3964464,360610101001006,360810081001005,1,0,1,0,0,0,1,0,0,1,20170919,40.7704083,-73.93329870000001,"Queens County, NY",40.7481876,-73.99081770000001,"New York County, NY","LINESTRING(-73.93329870000001 40.7704083, -73.99081770000001 40.7481876)"
2600486,360594066004007,360594130024015,1,1,0,0,0,1,0,0,0,1,20170919,40.6301341,-73.657363,"Nassau County, NY",40.7388468,-73.6344009,"Nassau County, NY","LINESTRING(-73.657363 40.6301341, -73.6344009 40.7388468)"
7139612,361190055003044,361031233015007,1,1,0,0,1,0,0,0,1,0,20170919,40.699180600000005,-73.4189154,"Suffolk County, NY",40.8918054,-73.8208605,"Westchester County, NY","LINESTRING(-73.4189154 40.699180600000005, -73.8208605 40.8918054)"
3844165,360610095001001,360470746001005,1,0,1,0,0,1,0,0,1,0,20170919,40.6187515,-73.9410062,"Kings County, NY",40.7469465,-73.99171290000001,"New York County, NY","LINESTRING(-73.9410062 40.6187515, -73.99171290000001 40.7469465)"
1928281,360470808001001,360810472003001,1,0,0,1,0,0,1,0,0,1,20170919,40.7143121,-73.7795779,"Queens County, NY",40.656682200000006,-73.94341949999999,"Kings County, NY","LINESTRING(-73.7795779 40.7143121, -73.94341949999999 40.656682200000006)"
3774729,360610092001005,360610134004000,3,0,3,0,0,0,3,0,0,3,20170919,40.7734685,-73.95642420000001,"New York County, NY",40.75451470000001,-73.9763929,"New York County, NY","LINESTRING(-73.95642420000001 40.7734685, -73.9763929 40.75451470000001)"
5665076,360810713052002,360470335001000,1,0,1,0,0,1,0,0,0,1,20170919,40.6678028,-73.938175,"Kings County, NY",40.72346160000001,-73.8516142,"Queens County, NY","LINESTRING(-73.938175 40.6678028, -73.8516142 40.72346160000001)"
2557997,360594045005010,360594045003006,1,0,0,1,1,0,0,0,0,1,20170919,40.721748600000005,-73.6897608,"Nassau County, NY",40.7275086,-73.70382359999999,"Nassau County, NY","LINESTRING(-73.6897608 40.721748600000005, -73.70382359999999 40.7275086)"
4101134,360610109001008,360470221002001,1,1,0,0,0,0,1,0,1,0,20170919,40.6760936,-73.95456740000002,"Kings County, NY",40.7521794,-73.988522,"New York County, NY","LINESTRING(-73.95456740000002 40.6760936, -73.988522 40.7521794)"
3871958,360610096001003,360810051001003,1,0,0,1,1,0,0,0,0,1,20170919,40.755576700000006,-73.93001459999999,"Queens County, NY",40.7570255,-73.9804137,"New York County, NY","LINESTRING(-73.93001459999999 40.755576700000006, -73.9804137 40.7570255)"
5589833,360810489001000,360470598001002,1,0,0,1,0,0,1,0,0,1,20170919,40.5886939,-73.93723309999999,"Kings County, NY",40.737678700000004,-73.8883881,"Queens County, NY","LINESTRING(-73.93723309999999 40.5886939, -73.8883881 40.737678700000004)"
1745321,360470442001001,360810427002002,1,1,0,0,0,1,0,0,0,1,20170919,40.7427949,-73.8527008,"Queens County, NY",40.6137127,-73.96456979999999,"Kings County, NY","LINESTRING(-73.8527008 40.7427949, -73.96456979999999 40.6137127)"
5599945,360810528001008,360470512002000,1,0,1,0,0,1,0,0,0,1,20170919,40.6458648,-73.9619152,"Kings County, NY",40.6937286,-73.75665649999999,"Queens County, NY","LINESTRING(-73.9619152 40.6458648, -73.75665649999999 40.6937286)"
4238929,360610116001006,360810581002005,1,0,0,1,0,0,1,0,0,1,20170919,40.7033234,-73.8939434,"Queens County, NY",40.7625331,-73.9557917,"New York County, NY","LINESTRING(-73.8939434 40.7033234, -73.9557917 40.7625331)"
1652716,360470244003001,360810407001001,1,0,0,1,0,1,0,0,1,0,20170919,40.75321339999999,-73.86810940000001,"Queens County, NY",40.6229893,-73.98807430000001,"Kings County, NY","LINESTRING(-73.86810940000001 40.75321339999999, -73.98807430000001 40.6229893)"
4286567,360610120002000,360610158021002,1,0,1,0,0,0,1,0,0,1,20170919,40.7858924,-73.95042430000001,"New York County, NY",40.7659554,-73.96442409999999,"New York County, NY","LINESTRING(-73.95042430000001 40.7858924, -73.96442409999999 40.7659554)"
2989831,360610007001010,360811247001013,1,0,0,1,0,1,0,0,0,1,20170919,40.7269197,-73.7996942,"Queens County, NY",40.70692639999999,-74.0096735,"New York County, NY","LINESTRING(-73.7996942 40.7269197, -74.0096735 40.70692639999999)"
1815231,360470531001003,360470531001001,16,7,7,2,13,2,1,3,11,2,20170919,40.6999311,-73.9519977,"Kings County, NY",40.6995454,-73.9553396,"Kings County, NY","LINESTRING(-73.9519977 40.6999311, -73.9553396 40.6995454)"
2795685,360594153003005,360594075013012,1,0,1,0,0,1,0,0,0,1,20170919,40.698108700000006,-73.59643630000001,"Nassau County, NY",40.6709517,-73.5272583,"Nassau County, NY","LINESTRING(-73.59643630000001 40.698108700000006, -73.5272583 40.6709517)"
239306,360050052001002,361031467032007,1,0,1,0,0,0,1,1,0,0,20170919,40.7480358,-73.300526,"Suffolk County, NY",40.8268247,-73.8837555,"Bronx County, NY","LINESTRING(-73.300526 40.7480358, -73.8837555 40.8268247)"
5992902,360850319012007,360470868001000,1,0,1,0,0,1,0,0,1,0,20170919,40.6561288,-73.9284105,"Kings County, NY",40.627948499999995,-74.1631703,"Richmond County, NY","LINESTRING(-73.9284105 40.6561288, -74.1631703 40.627948499999995)"
4109166,360610110005000,360470299002000,1,0,1,0,0,1,0,0,0,1,20170919,40.678731799999994,-73.926009,"Kings County, NY",40.76209420000001,-73.9610726,"New York County, NY","LINESTRING(-73.926009 40.678731799999994, -73.9610726 40.76209420000001)"
6434591,361031228013002,360594137005014,1,0,0,1,1,0,0,1,0,0,20170919,40.64625039999999,-73.614285,"Nassau County, NY",40.7603784,-73.3036683,"Suffolk County, NY","LINESTRING(-73.614285 40.64625039999999, -73.3036683 40.7603784)"
1697906,360470342001000,360810007003002,1,1,0,0,0,1,0,0,0,1,20170919,40.7476808,-73.9511571,"Queens County, NY",40.574449200000004,-73.9930325,"Kings County, NY","LINESTRING(-73.9511571 40.7476808, -73.9930325 40.574449200000004)"
3755954,360610091001000,361190090002004,1,0,1,0,1,0,0,0,0,1,20170919,41.0365206,-73.7726669,"Westchester County, NY",40.745094200000004,-73.993066,"New York County, NY","LINESTRING(-73.7726669 41.0365206, -73.993066 40.745094200000004)"
1485197,360470035002002,360470575001002,1,0,1,0,0,1,0,0,0,1,20170919,40.7342095,-73.95367490000001,"Kings County, NY",40.6846634,-73.9745827,"Kings County, NY","LINESTRING(-73.95367490000001 40.7342095, -73.9745827 40.6846634)"
4295905,360610121004000,360810103004001,2,0,2,0,2,0,0,0,0,2,20170919,40.7784731,-73.91161070000001,"Queens County, NY",40.75944439999999,-73.9900358,"New York County, NY","LINESTRING(-73.91161070000001 40.7784731, -73.9900358 40.75944439999999)"
4403237,360610134006001,360610156021002,1,1,0,0,0,1,0,0,0,1,20170919,40.785061400000004,-73.9479528,"New York County, NY",40.770908500000004,-73.95829300000001,"New York County, NY","LINESTRING(-73.9479528 40.785061400000004, -73.95829300000001 40.770908500000004)"
1658461,360470254003003,360470578001002,1,0,1,0,0,1,0,0,1,0,20170919,40.598378499999995,-73.9506897,"Kings County, NY",40.6174887,-73.986649,"Kings County, NY","LINESTRING(-73.9506897 40.598378499999995, -73.986649 40.6174887)"
3943292,360610100002003,360470936001003,1,0,1,0,0,0,1,0,0,1,20170919,40.6496521,-73.9219497,"Kings County, NY",40.7577245,-73.9704218,"New York County, NY","LINESTRING(-73.9219497 40.6496521, -73.9704218 40.7577245)"
1619530,360470210002000,360850128051004,1,0,1,0,1,0,0,0,0,1,20170919,40.5588474,-74.1229666,"Richmond County, NY",40.6284261,-74.0079458,"Kings County, NY","LINESTRING(-74.1229666 40.5588474, -74.0079458 40.6284261)"
2853871,360595182043013,361031466043013,1,0,1,0,1,0,0,0,1,0,20170919,40.7928873,-73.12383359999998,"Suffolk County, NY",40.80770220000001,-73.4858969,"Nassau County, NY","LINESTRING(-73.12383359999998 40.7928873, -73.4858969 40.80770220000001)"
5396594,360810119001000,360050383012001,1,1,0,0,0,0,1,1,0,0,20170919,40.855998299999996,-73.8980849,"Bronx County, NY",40.7722256,-73.907503,"Queens County, NY","LINESTRING(-73.8980849 40.855998299999996, -73.907503 40.7722256)"
5986339,360850291021050,360850132043006,2,0,2,0,0,0,2,0,0,2,20170919,40.562585299999995,-74.131941,"Richmond County, NY",40.614835600000006,-74.1754114,"Richmond County, NY","LINESTRING(-74.131941 40.562585299999995, -74.1754114 40.614835600000006)"
3010098,360610008001001,360610006006000,3,1,1,1,3,0,0,0,1,2,20170919,40.7109322,-73.98731740000001,"New York County, NY",40.7132455,-73.9958671,"New York County, NY","LINESTRING(-73.98731740000001 40.7109322, -73.9958671 40.7132455)"
2805461,360594158025001,360594056004000,1,0,0,1,1,0,0,0,0,1,20170919,40.6955331,-73.6768493,"Nassau County, NY",40.692763899999996,-73.5071643,"Nassau County, NY","LINESTRING(-73.6768493 40.6955331, -73.5071643 40.692763899999996)"
1701907,360470352001020,360470482003001,1,0,1,0,1,0,0,0,0,1,20170919,40.631265,-73.969763,"Kings County, NY",40.57373,-73.986361,"Kings County, NY","LINESTRING(-73.969763 40.631265, -73.986361 40.57373)"
1683073,360470304001009,360870114011005,1,1,0,0,1,0,0,0,1,0,20170919,41.1444282,-74.0193555,"Rockland County, NY",40.590283899999996,-73.99650030000001,"Kings County, NY","LINESTRING(-74.0193555 41.1444282, -73.99650030000001 40.590283899999996)"
279382,360050093006037,360050383013002,1,0,1,0,0,0,1,0,1,0,20170919,40.8578522,-73.8991117,"Bronx County, NY",40.8032573,-73.8757137,"Bronx County, NY","LINESTRING(-73.8991117 40.8578522, -73.8757137 40.8032573)"
2686116,360594095002012,360594095003014,1,0,1,0,1,0,0,1,0,0,20170919,40.70895,-73.49127,"Nassau County, NY",40.710020899999996,-73.4894702,"Nassau County, NY","LINESTRING(-73.49127 40.70895, -73.4894702 40.710020899999996)"
7090472,361190020005005,361190063002004,1,0,1,0,1,0,0,0,0,1,20170919,40.9150504,-73.78637950000001,"Westchester County, NY",40.961594700000006,-73.85280420000001,"Westchester County, NY","LINESTRING(-73.78637950000001 40.9150504, -73.85280420000001 40.961594700000006)"
6716452,361031582022022,361031468001020,1,0,1,0,1,0,0,0,0,1,20170919,40.7225801,-73.2938997,"Suffolk County, NY",40.9256662,-73.04833,"Suffolk County, NY","LINESTRING(-73.2938997 40.7225801, -73.04833 40.9256662)"
265998,360050090001006,360050359001003,1,0,1,0,0,1,0,0,1,0,20170919,40.840910799999996,-73.8850649,"Bronx County, NY",40.823173600000004,-73.84426529999999,"Bronx County, NY","LINESTRING(-73.8850649 40.840910799999996, -73.84426529999999 40.823173600000004)"
4239062,360610116001006,360810656003012,1,0,1,0,0,0,1,0,0,1,20170919,40.655294399999995,-73.72817490000001,"Queens County, NY",40.7625331,-73.9557917,"New York County, NY","LINESTRING(-73.72817490000001 40.655294399999995, -73.9557917 40.7625331)"
2801390,360594156001005,361031350042009,1,0,1,0,0,0,1,0,0,1,20170919,40.8833908,-73.1615787,"Suffolk County, NY",40.6901919,-73.518111,"Nassau County, NY","LINESTRING(-73.1615787 40.8833908, -73.518111 40.6901919)"
7240653,361190097021000,360050295001004,1,0,1,0,0,0,1,0,0,1,20170919,40.8859136,-73.9084053,"Bronx County, NY",41.016674,-73.7513531,"Westchester County, NY","LINESTRING(-73.9084053 40.8859136, -73.7513531 41.016674)"
4307044,360610124008000,360594124005003,1,1,0,0,0,0,1,0,0,1,20170919,40.6623655,-73.6453302,"Nassau County, NY",40.7654151,-73.95342600000001,"New York County, NY","LINESTRING(-73.6453302 40.6623655, -73.95342600000001 40.7654151)"
4272174,360610119001006,360610024001001,1,0,0,1,0,0,1,0,0,1,20170919,40.72315220000001,-73.9729689,"New York County, NY",40.7562476,-73.9865081,"New York County, NY","LINESTRING(-73.9729689 40.72315220000001, -73.9865081 40.7562476)"
5587062,360810480001009,360850097001005,1,0,1,0,1,0,0,0,0,1,20170919,40.6401471,-74.1138776,"Richmond County, NY",40.71388889999999,-73.7752807,"Queens County, NY","LINESTRING(-74.1138776 40.6401471, -73.7752807 40.71388889999999)"
3058693,360610013001007,360610162004000,2,1,1,0,2,0,0,0,1,1,20170919,40.787115299999996,-73.9409128,"New York County, NY",40.71040429999999,-74.01037099999999,"New York County, NY","LINESTRING(-73.9409128 40.787115299999996, -74.01037099999999 40.71040429999999)"
1807020,360470525002000,360470513004012,1,0,1,0,0,1,0,1,0,0,20170919,40.7102849,-73.952899,"Kings County, NY",40.708853399999995,-73.9616998,"Kings County, NY","LINESTRING(-73.952899 40.7102849, -73.9616998 40.708853399999995)"
3052680,360610013001000,360470520001003,1,0,1,0,0,0,1,0,0,1,20170919,40.6396366,-73.96554880000001,"Kings County, NY",40.7116289,-74.01237440000001,"New York County, NY","LINESTRING(-73.96554880000001 40.6396366, -74.01237440000001 40.7116289)"
218074,360050016004001,360050051002007,1,0,1,0,0,1,0,0,0,1,20170919,40.8132124,-73.9247018,"Bronx County, NY",40.8210174,-73.8574864,"Bronx County, NY","LINESTRING(-73.9247018 40.8132124, -73.8574864 40.8210174)"
2948368,360595208004004,360811621005009,1,1,0,0,0,1,0,0,0,1,20170919,40.7243764,-73.7262701,"Queens County, NY",40.7077433,-73.48167109999999,"Nassau County, NY","LINESTRING(-73.7262701 40.7243764, -73.48167109999999 40.7077433)"
4601343,360610203001001,360610303003000,3,2,1,0,2,0,1,0,0,3,20170919,40.871629600000006,-73.91919109999999,"New York County, NY",40.810272499999996,-73.96039329999999,"New York County, NY","LINESTRING(-73.91919109999999 40.871629600000006, -73.96039329999999 40.810272499999996)"
4512287,360610155002000,360050361003001,1,0,1,0,0,1,0,0,0,1,20170919,40.841947499999996,-73.87813840000001,"Bronx County, NY",40.7774531,-73.9886081,"New York County, NY","LINESTRING(-73.87813840000001 40.841947499999996, -73.9886081 40.7774531)"
4171317,360610113001003,360850125001003,1,0,1,0,0,1,0,0,0,1,20170919,40.630787700000006,-74.1220009,"Richmond County, NY",40.7556595,-73.9890839,"New York County, NY","LINESTRING(-74.1220009 40.630787700000006, -73.9890839 40.7556595)"
6316663,361031110021003,361031117043006,1,1,0,0,0,1,0,0,0,1,20170919,40.867624299999996,-73.3138509,"Suffolk County, NY",40.8525307,-73.3994509,"Suffolk County, NY","LINESTRING(-73.3138509 40.867624299999996, -73.3994509 40.8525307)"
308298,360050165001017,360810507001003,1,1,0,0,0,1,0,0,1,0,20170919,40.7282646,-73.87808249999999,"Queens County, NY",40.8424838,-73.9013109,"Bronx County, NY","LINESTRING(-73.87808249999999 40.7282646, -73.9013109 40.8424838)"
5432386,360810179001013,360810184011009,1,0,1,0,1,0,0,0,0,1,20170919,40.674935999999995,-73.7906049,"Queens County, NY",40.7449091,-73.9254832,"Queens County, NY","LINESTRING(-73.7906049 40.674935999999995, -73.9254832 40.7449091)"
3325666,360610045001003,360610225003000,1,0,1,0,1,0,0,0,1,0,20170919,40.8237875,-73.9510759,"New York County, NY",40.7211202,-73.99985090000001,"New York County, NY","LINESTRING(-73.9510759 40.8237875, -73.99985090000001 40.7211202)"
6480620,361031244013019,361031118031013,1,0,1,0,0,0,1,0,0,1,20170919,40.854379200000004,-73.30015809999999,"Suffolk County, NY",40.691162299999995,-73.3472865,"Suffolk County, NY","LINESTRING(-73.30015809999999 40.854379200000004, -73.3472865 40.691162299999995)"
3453109,360610058001007,360610283004002,1,1,0,0,0,0,1,0,0,1,20170919,40.858897799999994,-73.92870909999999,"New York County, NY",40.7425626,-73.9909777,"New York County, NY","LINESTRING(-73.92870909999999 40.858897799999994, -73.9909777 40.7425626)"
1578936,360470149004002,360470283001001,1,0,0,1,1,0,0,0,0,1,20170919,40.6958221,-73.94204429999999,"Kings County, NY",40.6605333,-73.9853003,"Kings County, NY","LINESTRING(-73.94204429999999 40.6958221, -73.9853003 40.6605333)"
3678084,360610083001001,360610191002001,1,0,1,0,0,0,1,0,0,1,20170919,40.7997028,-73.9709429,"New York County, NY",40.7419734,-74.0027675,"New York County, NY","LINESTRING(-73.9709429 40.7997028, -74.0027675 40.7419734)"
3075134,360610013002008,360811377002002,1,0,1,0,0,0,1,0,0,1,20170919,40.74547929999999,-73.7502415,"Queens County, NY",40.7054444,-74.0141785,"New York County, NY","LINESTRING(-73.7502415 40.74547929999999, -74.0141785 40.7054444)"
2773563,360594141005012,360810280001009,1,0,1,0,0,1,0,0,1,0,20170919,40.688013500000004,-73.7805755,"Queens County, NY",40.666118,-73.5893646,"Nassau County, NY","LINESTRING(-73.7805755 40.688013500000004, -73.5893646 40.666118)"
2689701,360594100003014,360810630001001,1,1,0,0,0,1,0,0,0,1,20170919,40.6800471,-73.7439122,"Queens County, NY",40.681051700000005,-73.6863056,"Nassau County, NY","LINESTRING(-73.7439122 40.6800471, -73.6863056 40.681051700000005)"
3481970,360610062001002,360470832002001,1,0,0,1,0,0,1,0,0,1,20170919,40.642423,-73.94335799999999,"Kings County, NY",40.73904,-73.9756052,"New York County, NY","LINESTRING(-73.94335799999999 40.642423, -73.9756052 40.73904)"
5476060,360810240002005,360810054003008,1,0,0,1,0,0,1,0,0,1,20170919,40.677992200000006,-73.8523057,"Queens County, NY",40.7026385,-73.8010651,"Queens County, NY","LINESTRING(-73.8523057 40.677992200000006, -73.8010651 40.7026385)"
4560488,360610172003001,360594072032023,1,0,1,0,0,0,1,0,0,1,20170919,40.7013974,-73.61661090000001,"Nassau County, NY",40.79292279999999,-73.94684029999999,"New York County, NY","LINESTRING(-73.61661090000001 40.7013974, -73.94684029999999 40.79292279999999)"
4359194,360610129002001,360810291003001,1,1,0,0,0,0,1,0,0,1,20170919,40.7498599,-73.894428,"Queens County, NY",40.762599200000004,-73.9955782,"New York County, NY","LINESTRING(-73.894428 40.7498599, -73.9955782 40.762599200000004)"
3066042,360610013002003,360595197022009,1,1,0,0,0,0,1,0,1,0,20170919,40.787578499999995,-73.45924129999999,"Nassau County, NY",40.7069505,-74.0150865,"New York County, NY","LINESTRING(-73.45924129999999 40.787578499999995, -74.0150865 40.7069505)"
4485663,360610148011001,360050127012001,1,0,0,1,0,1,0,0,0,1,20170919,40.8253307,-73.8934069,"Bronx County, NY",40.7788378,-73.9571238,"New York County, NY","LINESTRING(-73.8934069 40.8253307, -73.9571238 40.7788378)"
2486077,360593027003016,360810564001005,1,0,1,0,0,1,0,0,0,1,20170919,40.722246500000004,-73.7362268,"Queens County, NY",40.7315387,-73.6951054,"Nassau County, NY","LINESTRING(-73.7362268 40.722246500000004, -73.6951054 40.7315387)"
3573330,360610076001000,360810277003001,1,0,0,1,1,0,0,0,1,0,20170919,40.7534925,-73.8778871,"Queens County, NY",40.7494432,-73.98593259999998,"New York County, NY","LINESTRING(-73.8778871 40.7534925, -73.98593259999998 40.7494432)"
347065,360050237042001,360050133003000,1,0,1,0,1,0,0,0,0,1,20170919,40.8220403,-73.90402040000001,"Bronx County, NY",40.8557372,-73.90285940000001,"Bronx County, NY","LINESTRING(-73.90402040000001 40.8220403, -73.90285940000001 40.8557372)"
256761,360050069002005,360050069001003,1,0,1,0,1,0,0,0,0,1,20170919,40.8210179,-73.9145875,"Bronx County, NY",40.8207291,-73.9166563,"Bronx County, NY","LINESTRING(-73.9145875 40.8210179, -73.9166563 40.8207291)"
5451565,360810199002011,360594092002000,1,0,1,0,0,0,1,1,0,0,20170919,40.7211226,-73.5033716,"Nassau County, NY",40.7367645,-73.93862159999999,"Queens County, NY","LINESTRING(-73.5033716 40.7211226, -73.93862159999999 40.7367645)"
1828432,360470542002000,360471174001004,1,0,1,0,0,1,0,0,0,1,20170919,40.6846261,-73.8791883,"Kings County, NY",40.6139295,-73.96261009999999,"Kings County, NY","LINESTRING(-73.8791883 40.6846261, -73.96261009999999 40.6139295)"
3619177,360610080001001,360610100002000,1,1,0,0,0,0,1,0,0,1,20170919,40.759600799999994,-73.9690522,"New York County, NY",40.7501289,-73.9759602,"New York County, NY","LINESTRING(-73.9690522 40.759600799999994, -73.9759602 40.7501289)"
1491676,360470037001012,360050403023000,1,0,0,1,0,0,1,0,1,0,20170919,40.8694565,-73.89073379999999,"Bronx County, NY",40.6897456,-73.9870177,"Kings County, NY","LINESTRING(-73.89073379999999 40.8694565, -73.9870177 40.6897456)"
2407849,360593007001007,360050224012002,1,0,0,1,1,0,0,1,0,0,20170919,40.8530885,-73.86835500000001,"Bronx County, NY",40.7841049,-73.73046740000001,"Nassau County, NY","LINESTRING(-73.86835500000001 40.8530885, -73.73046740000001 40.7841049)"
7277747,361190111011006,360595182032000,1,0,1,0,0,0,1,0,0,1,20170919,40.8344008,-73.4688797,"Nassau County, NY",41.0647625,-73.8403095,"Westchester County, NY","LINESTRING(-73.4688797 40.8344008, -73.8403095 41.0647625)"
6503517,361031350031011,361031117012001,1,0,1,0,0,0,1,0,0,1,20170919,40.8705342,-73.33050870000001,"Suffolk County, NY",40.862909,-73.1417262,"Suffolk County, NY","LINESTRING(-73.33050870000001 40.8705342, -73.1417262 40.862909)"
3919823,360610099001034,360470126003005,1,0,1,0,0,1,0,0,1,0,20170919,40.633167,-74.01731109999999,"Kings County, NY",40.74728820000001,-74.0062419,"New York County, NY","LINESTRING(-74.01731109999999 40.633167, -74.0062419 40.74728820000001)"
3004733,360610007001024,360610146025000,1,0,1,0,0,0,1,0,0,1,20170919,40.7783661,-73.949835,"New York County, NY",40.7047712,-74.0093155,"New York County, NY","LINESTRING(-73.949835 40.7783661, -74.0093155 40.7047712)"
6375061,361031122061038,360870106011015,1,0,1,0,0,1,0,0,0,1,20170919,41.2010476,-73.9906306,"Rockland County, NY",40.7580506,-73.41858509999999,"Suffolk County, NY","LINESTRING(-73.9906306 41.2010476, -73.41858509999999 40.7580506)"
2605697,360594068011009,360810534011007,1,1,0,0,1,0,0,0,1,0,20170919,40.697164,-73.74509309999999,"Queens County, NY",40.7140631,-73.62849090000002,"Nassau County, NY","LINESTRING(-73.74509309999999 40.697164, -73.62849090000002 40.7140631)"
6669945,361031475031024,361031591061022,1,0,1,0,0,0,1,0,0,1,20170919,40.790937299999996,-72.9589318,"Suffolk County, NY",40.724138,-73.1570604,"Suffolk County, NY","LINESTRING(-72.9589318 40.790937299999996, -73.1570604 40.724138)"
5753151,360810884008006,360810620001010,1,0,0,1,1,0,0,0,0,1,20170919,40.6798541,-73.7357872,"Queens County, NY",40.6607466,-73.8349493,"Queens County, NY","LINESTRING(-73.7357872 40.6798541, -73.8349493 40.6607466)"
4562505,360610173004000,360610155006000,1,0,1,0,0,0,1,0,0,1,20170919,40.7766514,-73.9849197,"New York County, NY",40.788137899999995,-73.96910600000001,"New York County, NY","LINESTRING(-73.9849197 40.7766514, -73.96910600000001 40.788137899999995)"
3279813,360610038001000,360810437023002,1,0,0,1,1,0,0,0,0,1,20170919,40.738093799999994,-73.85721109999999,"Queens County, NY",40.72930529999999,-73.9884569,"New York County, NY","LINESTRING(-73.85721109999999 40.738093799999994, -73.9884569 40.72930529999999)"
1651498,360470242002004,360850198003020,1,0,1,0,0,0,1,0,0,1,20170919,40.5188902,-74.1996662,"Richmond County, NY",40.6263824,-73.9921489,"Kings County, NY","LINESTRING(-74.1996662 40.5188902, -73.9921489 40.6263824)"
2000017,360471208004000,360470147002001,1,0,1,0,0,0,1,0,0,1,20170919,40.6590762,-73.9904069,"Kings County, NY",40.6701215,-73.8643963,"Kings County, NY","LINESTRING(-73.9904069 40.6590762, -73.8643963 40.6701215)"
6403388,361031223001012,361031231011006,1,1,0,0,0,0,1,1,0,0,20170919,40.730264,-73.33668399999999,"Suffolk County, NY",40.7437922,-73.4227795,"Suffolk County, NY","LINESTRING(-73.33668399999999 40.730264, -73.4227795 40.7437922)"
3884460,360610096001006,360610061002001,1,0,1,0,1,0,0,0,0,1,20170919,40.7326205,-73.99256609999999,"New York County, NY",40.755147799999996,-73.98177940000001,"New York County, NY","LINESTRING(-73.99256609999999 40.7326205, -73.98177940000001 40.755147799999996)"
1716640,360470371003000,360471192003000,2,0,1,1,1,0,1,0,0,2,20170919,40.678360600000005,-73.8785118,"Kings County, NY",40.6804579,-73.9126279,"Kings County, NY","LINESTRING(-73.8785118 40.678360600000005, -73.9126279 40.6804579)"
